time_ms,thumb_angle,index_angle,middle_angle,ring_angle,pinky_angle,grip_force,emg_level,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,exercise_state,interpretation
1700,4.1,5.1,6.3,3.6,3.6,4,57,0.05,-0.049,0.921,-0.64,-0.477,0.085,rest,no_exercise
1800,0.7,4.9,5.6,7.1,5.9,3,95,-0.056,-0.007,0.969,-0.077,-0.411,-0.191,rest,no_exercise
1900,2.6,3.8,5.6,7.6,7.2,4,41,-0.031,-0.042,0.97,-0.412,0.707,-0.635,rest,no_exercise
2000,2.1,4.9,1.4,7.0,4.2,6,93,0.084,-0.01,0.995,-0.259,-0.571,-0.46,rest,no_exercise
2100,5.4,3.4,1.5,4.0,4.2,1,42,0.053,-0.068,0.932,0.767,0.202,-0.045,rest,no_exercise
2200,4.3,3.9,5.1,4.6,4.7,6,50,-0.014,-0.042,0.957,-0.518,-0.336,0.366,rest,no_exercise
2300,0.0,4.3,2.0,6.1,4.4,2,73,0.115,0.003,0.942,0.355,-0.527,-0.237,rest,no_exercise
2400,3.0,6.7,2.4,4.7,4.8,4,84,0.062,-0.102,1.023,0.143,-0.003,-0.049,rest,no_exercise
2500,1.6,2.9,4.9,6.8,6.4,1,61,0.029,0.033,0.983,-0.681,0.467,-0.235,rest,no_exercise
2600,5.9,4.2,4.2,4.9,0.1,5,61,-0.007,0.034,0.984,0.323,0.306,-0.063,rest,no_exercise
2700,7.0,3.2,1.1,9.1,6.5,1,76,0.038,-0.006,0.944,0.027,-0.483,-0.127,rest,no_exercise
2800,4.2,3.6,4.4,6.1,7.4,2,109,0.046,-0.039,0.955,0.866,0.086,0.19,rest,no_exercise
2900,1.2,5.8,4.7,4.9,2.4,2,30,0.038,-0.015,0.922,-0.621,0.091,0.131,rest,no_exercise
3000,61.5,68.1,68.4,68.2,60.3,3,211,0.013,-0.011,1.001,2.524,0.239,1.13,hand_opening,movement_phase
3100,57.4,67.0,63.0,62.2,64.2,3,203,0.073,-0.025,1.036,3.337,-0.544,-0.291,hand_opening,movement_phase
3200,56.2,57.4,53.9,56.5,51.2,8,205,0.035,0.006,0.95,3.093,-0.299,-1.41,hand_opening,movement_phase
3300,52.8,51.4,55.3,54.3,48.6,1,182,0.038,-0.01,0.943,1.342,0.453,0.262,hand_opening,movement_phase
3400,46.8,49.9,49.7,45.8,46.6,3,172,0.105,-0.053,0.99,4.003,-0.143,-0.605,hand_opening,movement_phase
3500,43.4,46.1,42.8,46.3,36.9,5,183,0.003,-0.057,0.946,2.704,-0.411,0.411,hand_opening,movement_phase
3600,36.7,43.2,38.9,38.9,38.1,5,204,-0.012,-0.142,0.994,1.37,-1.012,0.126,hand_opening,movement_phase
3700,35.3,38.6,37.0,37.5,34.0,5,195,0.156,-0.051,0.945,3.352,1.643,0.569,hand_opening,movement_phase
3800,29.9,28.0,31.5,29.0,22.9,6,198,0.015,-0.005,1.014,5.21,-1.118,-0.094,hand_opening,movement_phase
3900,28.8,27.4,31.0,28.4,21.5,3,217,0.064,-0.051,0.928,3.794,-0.353,2.134,hand_opening,movement_phase
4000,19.4,22.6,23.2,21.8,18.7,3,168,-0.032,0.013,0.877,3.35,0.451,0.042,hand_opening,movement_phase
4100,16.9,20.5,16.0,12.5,12.5,0,213,-0.041,0.037,1.049,2.007,0.008,0.085,hand_opening,movement_phase
4200,6.4,12.0,15.6,14.1,13.0,4,186,-0.018,-0.028,0.913,2.717,-0.09,0.23,hand_opening,movement_phase
4300,11.1,5.9,8.5,8.9,4.9,5,232,0.083,0.031,1.004,1.085,-0.469,0.052,hand_opening,movement_phase
4400,5.5,6.6,8.3,5.8,8.9,4,199,0.076,0.006,0.97,2.973,0.23,0.342,hand_closing,movement_phase
4500,8.1,12.4,4.4,15.1,13.4,10,221,0.004,-0.003,0.968,3.551,0.581,0.528,hand_closing,movement_phase
4600,14.0,20.0,13.8,11.4,19.4,12,228,0.076,0.012,1.025,3.838,-0.855,-0.189,hand_closing,movement_phase
4700,22.6,19.0,16.2,19.2,23.1,13,290,0.061,0.032,0.901,2.184,-1.046,0.215,hand_closing,movement_phase
4800,21.2,25.5,24.9,26.4,26.1,20,271,0.003,0.019,0.927,2.453,-0.697,1.652,hand_closing,movement_phase
4900,31.2,26.8,26.9,28.0,30.1,18,266,0.049,0.012,1.005,5.197,-0.739,-0.002,hand_closing,movement_phase
5000,34.0,33.3,25.4,36.3,32.8,23,306,0.14,-0.016,0.99,6.185,0.163,-1.064,hand_closing,movement_phase
5100,33.4,38.8,38.0,39.1,37.9,23,331,0.04,-0.023,1.01,5.315,0.148,-0.584,hand_closing,movement_phase
5200,42.6,39.2,36.7,46.0,45.2,25,376,0.132,-0.016,0.945,5.557,0.519,-0.898,hand_closing,movement_phase
5300,41.4,48.6,41.1,45.3,47.0,29,374,-0.034,-0.12,0.966,2.138,1.614,-0.232,hand_closing,movement_phase
5400,54.4,53.1,49.6,53.1,54.4,35,394,-0.021,0.008,1.07,2.787,0.856,-0.491,hand_closing,movement_phase
5500,50.4,55.7,53.5,54.9,57.6,37,428,-0.013,-0.051,0.914,0.289,0.276,-0.092,hand_closing,movement_phase
5600,59.8,64.4,53.8,60.1,60.8,37,408,-0.02,-0.013,0.996,7.159,0.097,-0.592,hand_closing,movement_phase
5700,58.5,64.9,65.5,66.4,65.1,40,417,0.092,0.014,0.946,4.451,-1.392,-0.219,hand_closing,movement_phase
5800,68.7,65.0,66.7,66.4,69.0,44,441,-0.032,-0.008,1.049,2.274,-0.69,-0.854,hand_closing,movement_phase
5900,68.9,73.9,66.3,74.3,72.9,45,468,-0.037,-0.042,0.955,3.217,-0.939,-0.166,hand_closing,movement_phase
6000,73.7,69.7,75.4,72.5,70.8,67,474,0.062,-0.052,0.911,-0.109,0.805,0.159,grip_hold,successful_grip
6100,69.5,71.3,74.2,70.6,73.1,66,507,0.033,-0.006,0.959,-0.985,0.14,-0.021,grip_hold,successful_grip
6200,70.9,75.6,73.4,68.9,71.6,66,466,0.005,-0.016,0.967,1.129,0.586,-0.515,grip_hold,successful_grip
6300,73.4,72.8,73.2,75.1,73.6,65,475,-0.012,-0.013,0.95,0.853,0.15,-0.194,grip_hold,successful_grip
6400,72.0,74.0,73.9,70.5,73.9,65,445,0.065,0.005,1.0,1.048,-0.518,0.73,grip_hold,successful_grip
6500,72.9,74.8,72.9,72.2,70.2,65,508,0.084,-0.104,0.886,-0.782,0.419,0.794,grip_hold,successful_grip
6600,69.7,73.2,71.3,71.9,70.4,66,450,0.114,-0.019,1.002,0.173,-0.861,-0.443,grip_hold,successful_grip
6700,69.4,73.9,74.0,70.6,74.7,67,480,0.055,-0.015,0.985,-0.035,-0.889,-0.307,grip_hold,successful_grip
6800,70.6,72.8,74.0,74.7,75.0,69,477,0.001,-0.015,0.883,0.285,-0.136,-0.355,grip_hold,successful_grip
6900,72.6,74.2,75.1,68.0,70.9,66,477,0.045,0.013,1.011,0.216,-0.172,0.558,grip_hold,successful_grip
7000,74.6,69.3,73.6,68.9,74.5,67,453,-0.012,0.039,0.966,-0.862,0.099,0.05,grip_hold,successful_grip
7100,68.6,73.0,70.4,73.5,73.0,65,501,0.032,-0.07,0.997,0.543,0.552,-0.306,grip_hold,successful_grip
7200,69.8,73.3,76.3,72.7,78.7,68,484,-0.02,0.024,0.909,0.056,0.511,0.757,grip_hold,successful_grip
7300,69.6,72.1,75.4,71.9,71.0,67,499,0.039,-0.087,0.971,0.269,-0.302,0.618,grip_hold,successful_grip
7400,65.9,72.1,68.8,69.6,72.4,52,377,0.056,0.041,1.033,-3.928,0.388,-1.548,release,movement_phase
7500,69.3,64.1,69.6,69.4,67.5,42,381,0.051,-0.009,0.933,-1.968,0.368,-0.153,release,movement_phase
7600,61.5,60.3,63.3,59.8,60.6,44,352,-0.028,-0.051,0.925,-5.589,-1.54,-0.197,release,movement_phase
7700,54.0,56.2,58.9,58.8,54.9,43,319,-0.029,-0.04,0.971,-2.239,-0.599,0.897,release,movement_phase
7800,51.0,50.2,53.1,52.4,52.3,34,289,0.017,0.021,0.916,-3.665,-0.084,0.677,release,movement_phase
7900,45.3,48.8,46.7,44.8,47.6,31,325,0.003,-0.015,1.011,-4.482,-0.489,0.424,release,movement_phase
8000,42.4,45.1,47.0,42.4,41.1,29,301,0.057,-0.04,0.961,-3.373,-1.472,0.27,release,movement_phase
8100,34.4,35.9,38.3,40.2,40.8,25,259,0.041,-0.027,1.005,-2.978,-0.581,-0.883,release,movement_phase
8200,34.3,30.6,32.9,34.6,32.2,24,207,-0.037,0.033,1.044,-3.065,0.413,-0.656,release,movement_phase
8300,27.5,27.4,28.6,28.1,32.6,21,198,0.036,-0.06,0.943,-0.802,2.554,-0.202,release,movement_phase
8400,26.2,25.4,22.8,24.4,21.9,16,227,0.078,-0.015,0.999,-3.522,-0.186,1.137,release,movement_phase
8500,20.8,17.1,19.0,20.9,14.8,16,154,-0.013,-0.047,0.98,-1.816,-0.852,-0.484,release,movement_phase
8600,11.5,10.7,15.3,12.3,16.9,12,169,0.031,-0.053,0.911,-2.786,-0.506,-1.372,release,movement_phase
8700,9.7,4.8,8.4,7.8,10.8,9,156,0.031,-0.056,1.0,-3.501,-2.05,2.418,release,movement_phase
8800,61.7,62.3,68.3,63.7,64.9,3,185,0.001,-0.081,0.938,2.802,-0.191,-1.017,hand_opening,movement_phase
8900,61.8,57.1,68.6,60.8,64.7,7,190,-0.033,-0.033,0.973,3.527,-0.467,0.794,hand_opening,movement_phase
9000,52.2,55.0,58.0,54.6,60.8,5,149,0.115,0.103,1.026,1.903,-0.966,0.005,hand_opening,movement_phase
9100,57.5,47.3,53.7,47.9,48.9,4,185,-0.012,0.032,0.942,2.009,0.459,-0.858,hand_opening,movement_phase
9200,45.2,52.2,51.2,48.7,47.7,1,185,0.071,-0.048,0.951,3.628,-0.517,-0.525,hand_opening,movement_phase
9300,43.0,45.1,39.6,42.2,42.7,0,212,0.07,-0.035,0.966,1.402,-0.398,-0.802,hand_opening,movement_phase
9400,40.9,40.9,35.3,39.9,40.4,3,207,0.055,0.063,0.912,4.037,0.141,0.582,hand_opening,movement_phase
9500,35.0,32.3,37.0,32.2,40.7,2,186,0.023,-0.042,0.954,1.982,-1.04,0.701,hand_opening,movement_phase
9600,32.1,29.0,33.4,24.9,29.7,4,187,0.056,-0.065,1.018,2.847,0.194,-0.297,hand_opening,movement_phase
9700,32.0,25.6,25.3,26.5,28.9,3,197,0.046,0.033,0.936,3.74,0.367,-0.033,hand_opening,movement_phase
9800,19.2,24.6,28.4,21.0,20.0,1,177,-0.01,-0.037,1.024,2.51,-0.275,-0.197,hand_opening,movement_phase
9900,17.8,18.8,15.7,15.3,15.9,8,189,0.113,-0.069,1.071,3.924,-0.223,0.801,hand_opening,movement_phase
10000,17.1,12.8,15.7,8.9,16.7,2,199,0.025,0.079,0.921,1.835,-1.022,0.62,hand_opening,movement_phase
10100,15.4,7.2,8.8,7.9,13.3,4,201,0.039,-0.036,0.907,3.822,0.255,0.624,hand_opening,movement_phase
10200,7.3,4.9,14.1,7.9,10.6,10,206,0.07,-0.062,1.051,4.977,1.042,1.062,hand_closing,movement_phase
10300,15.1,11.5,14.6,17.2,15.2,6,245,-0.023,-0.064,0.995,3.681,0.565,-0.94,hand_closing,movement_phase
10400,16.3,17.0,18.5,15.6,16.9,11,235,0.042,-0.03,0.93,3.797,-0.488,0.619,hand_closing,movement_phase
10500,20.8,24.9,24.6,23.0,25.5,16,251,0.091,-0.042,0.974,1.655,-0.979,-0.816,hand_closing,movement_phase
10600,25.1,26.1,27.1,28.7,22.7,17,240,0.102,-0.054,0.958,5.791,1.264,-0.923,hand_closing,movement_phase
10700,27.1,30.1,27.9,33.8,31.1,20,305,0.012,-0.004,0.976,3.28,0.126,0.605,hand_closing,movement_phase
10800,32.1,36.8,36.6,34.1,34.3,24,316,0.044,-0.032,0.954,3.006,0.242,0.042,hand_closing,movement_phase
10900,37.9,45.0,33.7,34.4,36.8,24,335,0.02,0.007,0.946,3.574,-0.031,0.285,hand_closing,movement_phase
11000,39.9,42.4,45.6,39.6,44.7,31,370,0.088,-0.059,0.974,4.442,0.145,1.017,hand_closing,movement_phase
11100,41.7,48.7,48.0,44.2,52.9,31,373,0.067,-0.005,1.022,4.051,-1.284,-1.708,hand_closing,movement_phase
11200,54.8,49.4,55.1,52.4,53.2,37,340,-0.036,-0.083,0.958,3.546,-0.102,0.463,hand_closing,movement_phase
11300,51.5,60.5,58.5,54.5,55.6,35,422,0.02,-0.042,0.909,4.425,0.337,-0.207,hand_closing,movement_phase
11400,58.5,60.3,65.0,59.7,62.5,39,422,0.036,0.025,0.944,5.689,0.075,-1.641,hand_closing,movement_phase
11500,68.9,62.2,66.3,69.2,66.6,39,456,0.039,0.028,0.951,2.804,0.488,-0.488,hand_closing,movement_phase
11600,68.9,68.4,65.5,69.4,70.4,47,452,0.008,-0.043,0.957,1.659,1.315,-1.498,hand_closing,movement_phase
11700,75.8,70.3,73.8,73.2,77.6,48,463,0.048,-0.042,0.954,4.079,-0.205,-0.047,hand_closing,movement_phase
11800,74.5,68.2,72.6,71.3,69.4,68,478,0.042,0.002,0.998,-0.2,0.585,-0.25,grip_hold,successful_grip
11900,72.7,72.2,69.4,73.2,72.8,63,432,0.084,0.049,0.998,0.061,-0.412,0.787,grip_hold,successful_grip
12000,74.8,71.0,70.6,71.0,69.4,65,485,0.06,-0.008,1.005,-0.933,1.128,0.486,grip_hold,successful_grip
12100,73.3,71.7,73.6,69.4,70.4,66,466,0.01,-0.009,0.906,-0.779,-0.392,0.944,grip_hold,successful_grip
12200,70.7,69.4,71.7,71.5,69.3,67,516,-0.004,-0.043,0.933,0.203,-0.375,0.612,grip_hold,successful_grip
12300,69.6,74.0,74.1,72.2,70.6,66,447,0.002,-0.056,1.021,0.153,-0.004,0.044,grip_hold,successful_grip
12400,73.9,68.1,73.2,74.9,70.2,67,498,-0.033,0.025,1.004,2.702,-0.211,-0.644,grip_hold,successful_grip
12500,73.1,70.0,70.3,70.6,72.4,65,521,0.029,-0.052,0.985,-0.13,-0.3,-0.044,grip_hold,successful_grip
12600,74.7,69.8,75.3,76.3,72.7,68,459,0.065,0.01,1.073,0.88,-0.806,-0.383,grip_hold,successful_grip
12700,76.9,71.0,70.0,69.7,72.1,64,478,0.085,0.013,1.033,-1.26,0.722,0.541,grip_hold,successful_grip
12800,69.2,71.0,73.6,72.0,72.7,65,452,0.041,0.048,0.957,-0.718,-0.128,0.223,grip_hold,successful_grip
12900,74.9,75.1,73.7,71.8,72.0,70,461,0.01,-0.124,1.021,-0.18,0.874,-0.635,grip_hold,successful_grip
13000,78.0,71.0,68.4,69.7,73.0,67,464,-0.053,-0.057,0.912,-0.857,-0.118,-0.411,grip_hold,successful_grip
13100,72.4,71.4,73.6,73.2,71.0,67,447,0.109,-0.035,1.009,0.385,-0.063,0.141,grip_hold,successful_grip
13200,67.0,75.9,70.8,72.2,72.7,47,338,0.076,0.009,0.996,-4.162,0.347,-0.171,release,movement_phase
13300,66.4,68.9,60.8,68.8,67.6,43,351,-0.025,-0.02,0.926,-3.921,1.603,-0.132,release,movement_phase
13400,63.5,60.8,61.6,57.8,63.3,38,364,0.057,-0.05,1.068,-4.43,0.009,-0.509,release,movement_phase
13500,61.5,53.9,54.6,52.7,53.0,38,323,0.068,-0.03,1.027,-3.18,-0.944,0.103,release,movement_phase
13600,51.4,49.8,49.3,48.4,50.8,37,322,0.05,-0.038,0.993,-3.942,-0.029,0.636,release,movement_phase
13700,45.1,49.8,49.9,42.6,50.1,34,299,-0.05,0.015,0.955,-3.363,0.039,-0.369,release,movement_phase
13800,43.8,43.5,43.4,43.7,40.9,32,251,-0.048,-0.007,0.943,-3.088,1.526,-0.578,release,movement_phase
13900,39.6,39.8,34.2,34.2,36.9,29,260,0.078,-0.063,0.995,-2.752,1.067,0.563,release,movement_phase
14000,27.9,30.1,27.8,30.7,29.7,20,274,0.026,-0.038,1.007,-4.209,0.063,1.2,release,movement_phase
14100,23.2,26.1,25.0,26.6,25.1,20,238,0.002,0.005,0.942,-4.723,-0.497,0.086,release,movement_phase
14200,24.5,18.9,22.5,22.4,21.7,16,228,0.091,0.02,1.004,-3.566,0.67,0.277,release,movement_phase
14300,18.4,16.5,15.3,18.3,12.7,17,197,0.03,-0.007,1.022,-3.343,0.67,-0.785,release,movement_phase
14400,12.8,13.5,11.7,12.7,16.5,10,167,0.009,0.05,0.998,-3.881,0.355,0.9,release,movement_phase
14500,1.3,1.5,5.8,9.9,10.6,8,145,0.068,-0.003,0.916,-3.305,-0.132,-0.647,release,movement_phase
14600,65.1,69.5,70.3,69.6,63.5,4,172,-0.013,0.068,0.989,3.361,-0.107,0.752,hand_opening,movement_phase
14700,55.1,61.3,63.2,60.9,63.9,4,193,-0.018,-0.03,0.981,0.748,-1.227,-0.586,hand_opening,movement_phase
14800,52.1,55.1,56.9,55.4,57.1,0,166,0.019,-0.053,0.998,1.94,0.235,0.309,hand_opening,movement_phase
14900,50.4,48.4,52.7,46.7,53.6,7,192,0.001,-0.052,0.958,2.049,0.023,-0.929,hand_opening,movement_phase
15000,48.2,50.2,48.2,47.3,50.6,6,180,-0.139,0.018,1.013,5.477,0.054,0.198,hand_opening,movement_phase
15100,40.0,42.5,47.2,40.8,43.2,3,178,-0.031,0.003,0.934,0.939,-0.114,-0.165,hand_opening,movement_phase
15200,36.3,39.0,39.8,42.3,36.2,4,223,-0.009,-0.032,0.953,3.697,0.613,0.733,hand_opening,movement_phase
15300,35.1,35.1,32.9,36.4,32.7,4,188,0.046,-0.073,1.052,2.184,-0.042,0.86,hand_opening,movement_phase
15400,32.1,33.8,33.6,33.6,26.1,4,171,-0.006,-0.043,0.934,1.912,0.113,-0.488,hand_opening,movement_phase
15500,21.1,24.8,29.4,28.6,31.7,2,208,0.055,-0.041,0.995,3.207,-0.046,1.505,hand_opening,movement_phase
15600,23.0,21.1,25.5,21.0,24.8,1,222,0.098,-0.005,0.958,1.841,0.205,0.063,hand_opening,movement_phase
15700,12.6,23.9,17.0,19.4,16.6,5,174,0.015,-0.04,0.879,3.117,1.086,-0.6,hand_opening,movement_phase
15800,10.2,17.5,13.3,10.3,15.9,0,191,0.083,-0.024,0.968,1.068,-0.755,0.977,hand_opening,movement_phase
15900,4.4,11.0,8.6,10.8,4.3,6,199,0.112,-0.042,0.978,3.316,0.564,0.306,hand_opening,movement_phase
16000,8.7,10.1,7.2,1.9,4.7,5,210,0.121,0.011,0.989,4.994,0.496,-0.548,hand_closing,movement_phase
16100,7.7,14.3,9.0,6.2,8.8,6,192,0.049,-0.011,0.906,4.897,0.086,1.14,hand_closing,movement_phase
16200,16.9,17.5,20.6,15.3,15.7,16,227,0.057,-0.025,0.969,2.792,0.434,-0.812,hand_closing,movement_phase
16300,22.6,20.1,21.2,20.2,14.5,14,279,-0.014,-0.061,1.028,2.715,-0.334,-0.184,hand_closing,movement_phase
16400,32.6,25.3,25.8,28.7,17.7,15,263,-0.024,-0.012,1.01,3.407,0.297,-0.316,hand_closing,movement_phase
16500,31.5,25.8,30.5,32.8,23.2,18,289,0.05,0.038,0.982,3.826,-0.519,-0.281,hand_closing,movement_phase
16600,36.4,38.4,36.0,28.7,28.3,21,317,0.029,-0.074,0.965,4.349,-0.976,-1.395,hand_closing,movement_phase
16700,41.9,41.4,39.1,41.9,39.2,27,349,0.031,0.024,0.991,3.029,0.534,-0.167,hand_closing,movement_phase
16800,42.9,43.1,40.6,38.4,42.8,28,341,0.16,-0.079,0.993,4.49,0.435,0.339,hand_closing,movement_phase
16900,47.4,43.8,45.2,45.5,40.6,29,382,0.093,-0.048,0.934,2.528,-0.168,1.712,hand_closing,movement_phase
17000,55.7,52.5,54.3,47.7,46.2,34,389,0.027,0.028,1.064,4.545,0.415,0.613,hand_closing,movement_phase
17100,55.4,56.0,53.5,55.0,52.6,36,415,-0.001,0.045,1.009,2.922,-0.045,-0.488,hand_closing,movement_phase
17200,58.5,59.8,57.6,56.7,63.9,37,413,0.138,-0.044,0.97,3.3,-1.124,1.042,hand_closing,movement_phase
17300,63.6,60.2,66.9,61.5,58.4,43,435,0.048,0.037,0.956,2.45,-1.028,1.785,hand_closing,movement_phase
17400,69.7,66.1,68.7,66.5,68.4,46,462,0.044,-0.045,0.92,5.463,-0.933,0.636,hand_closing,movement_phase
17500,72.2,65.0,67.2,71.4,68.5,48,478,0.069,-0.019,1.013,4.34,1.026,-0.841,hand_closing,movement_phase
17600,80.7,73.2,69.8,70.8,70.9,67,456,0.01,-0.042,0.989,0.856,-1.086,0.283,grip_hold,successful_grip
17700,74.8,72.3,69.4,69.5,72.2,64,496,0.046,0.005,0.971,0.556,0.953,0.504,grip_hold,successful_grip
17800,73.9,75.7,69.9,74.2,73.1,65,478,0.089,-0.099,0.99,-1.058,0.094,-0.557,grip_hold,successful_grip
17900,70.5,74.6,69.8,70.4,72.8,69,467,-0.057,0.06,0.992,-0.055,0.263,-0.101,grip_hold,successful_grip
18000,72.7,74.1,69.0,69.1,73.7,64,443,0.056,0.049,0.933,1.493,-0.707,0.515,grip_hold,successful_grip
18100,75.3,75.0,71.8,70.8,71.8,64,480,0.041,-0.116,0.924,-0.102,-0.322,0.311,grip_hold,successful_grip
18200,70.8,74.9,69.5,72.1,72.2,71,486,0.046,-0.036,0.937,-0.352,-0.253,0.263,grip_hold,successful_grip
18300,73.1,76.7,68.7,72.5,69.6,71,434,0.025,-0.116,0.979,-0.074,0.262,-0.029,grip_hold,successful_grip
18400,70.1,76.0,69.8,71.4,71.2,70,491,0.04,-0.035,0.944,-1.191,0.19,0.139,grip_hold,successful_grip
18500,74.9,73.1,69.4,70.4,74.7,64,492,0.016,0.061,0.959,0.523,0.006,-0.402,grip_hold,successful_grip
18600,70.3,73.2,68.5,70.0,73.6,67,453,-0.085,0.019,0.974,0.937,0.146,0.558,grip_hold,successful_grip
18700,73.4,77.4,71.1,66.1,70.4,65,476,0.07,-0.062,0.801,0.863,0.458,-1.155,grip_hold,successful_grip
18800,71.6,71.6,69.1,71.1,72.2,66,464,0.096,0.027,0.989,-0.137,-0.167,-0.31,grip_hold,successful_grip
18900,75.8,74.9,71.2,72.5,71.6,65,463,0.037,0.023,0.981,0.226,-0.253,0.628,grip_hold,successful_grip
19000,73.4,66.4,70.0,75.5,70.3,49,380,-0.021,-0.003,1.048,-4.082,0.099,0.786,release,movement_phase
19100,71.3,61.9,65.2,67.5,68.1,42,360,-0.029,0.036,0.874,-5.114,0.351,-0.297,release,movement_phase
19200,60.5,62.6,65.1,64.2,67.2,41,356,0.03,-0.053,0.952,-4.92,-0.689,0.237,release,movement_phase
19300,60.4,53.8,55.3,61.5,59.4,35,286,0.011,0.007,0.958,-4.635,-0.314,0.153,release,movement_phase
19400,50.6,49.4,53.1,51.0,55.2,33,322,0.049,-0.064,0.944,-3.33,-0.455,-0.629,release,movement_phase
19500,43.8,42.7,45.8,51.4,48.7,33,261,0.042,-0.021,1.006,-1.992,0.93,0.529,release,movement_phase
19600,47.1,42.9,44.5,43.4,44.7,33,316,0.027,-0.005,0.959,-5.251,-1.725,-0.482,release,movement_phase
19700,41.5,34.2,39.3,38.8,37.7,27,259,0.071,0.02,1.0,-4.682,-2.436,0.408,release,movement_phase
19800,31.9,28.8,34.8,34.0,29.7,28,261,-0.019,0.0,0.91,-3.882,-0.937,0.703,release,movement_phase
19900,29.3,34.9,31.8,25.3,27.9,21,223,-0.031,-0.043,1.001,-4.2,-0.116,0.803,release,movement_phase
20000,24.2,21.5,21.7,24.6,26.3,19,240,-0.074,-0.058,0.995,-4.391,-0.79,-1.368,release,movement_phase
20100,16.8,15.7,18.1,21.1,15.1,12,162,0.069,-0.113,0.914,-3.861,-0.035,0.368,release,movement_phase
20200,12.8,12.1,16.2,15.4,10.8,12,176,0.038,-0.04,1.005,-3.167,-0.779,0.382,release,movement_phase
20300,13.0,8.2,8.9,8.9,8.7,10,131,-0.068,-0.019,0.92,-2.963,0.729,-0.758,release,movement_phase
20400,62.8,67.0,65.4,65.4,62.8,6,189,0.028,0.062,0.992,1.125,-0.355,-0.792,hand_opening,movement_phase
20500,60.3,62.8,61.1,63.0,64.7,5,202,-0.0,-0.082,0.975,3.634,-0.579,-0.607,hand_opening,movement_phase
20600,58.2,56.3,53.3,51.7,58.6,3,193,0.011,-0.081,0.978,2.154,-1.334,-0.839,hand_opening,movement_phase
20700,46.4,54.8,52.7,52.8,49.5,6,193,0.055,-0.066,0.934,2.747,0.412,0.08,hand_opening,movement_phase
20800,46.5,53.3,46.4,42.9,51.6,3,206,0.065,-0.077,0.984,1.811,0.668,-0.083,hand_opening,movement_phase
20900,40.1,44.8,44.0,38.1,47.2,0,173,0.067,0.028,0.931,2.189,0.693,-0.815,hand_opening,movement_phase
21000,36.7,42.5,33.2,44.5,39.3,1,184,0.031,-0.027,1.044,1.134,-1.089,0.708,hand_opening,movement_phase
21100,38.1,34.6,29.2,25.9,33.2,1,204,0.057,-0.038,0.995,3.553,-0.447,0.336,hand_opening,movement_phase
21200,33.4,34.0,31.0,28.6,31.8,3,199,-0.017,-0.033,0.941,2.937,0.487,0.435,hand_opening,movement_phase
21300,29.3,26.1,19.1,28.8,24.5,4,206,-0.048,-0.022,0.981,1.704,-0.079,-0.219,hand_opening,movement_phase
21400,23.7,23.4,19.7,24.2,22.2,2,223,-0.012,0.028,0.961,2.673,-1.552,0.003,hand_opening,movement_phase
